4.919622 0.305600 1.578552 -0.208663 0.023292
4.856328 0.285500 1.533178 -0.220077 0.017852
4.785101 0.322900 1.656639 -0.099449 0.015299
4.738529 0.347200 1.728352 0.056649 0.004461
4.741414 0.337900 1.691661 0.215255 -0.016216
4.762969 0.310800 1.597784 0.330134 -0.037622
4.797188 0.295200 1.539355 0.373578 -0.047782
4.835506 0.308100 1.564001 0.390406 -0.050167
4.860690 0.348600 1.665574 0.389370 -0.044546
4.865456 0.395100 1.782479 0.368728 -0.030111
4.880779 0.433500 1.879607 0.303656 -0.004669
4.919668 0.444000 1.912623 0.158495 0.021577
4.958541 0.395400 1.802844 0.057890 0.033500
4.960304 0.349700 1.693951 0.084103 0.033561
4.923089 0.303300 1.582608 0.094763 0.029895
4.867927 0.280300 1.531196 0.068533 0.025580
4.818967 0.280700 1.540984 0.048611 0.021220
4.795841 0.287000 1.562434 0.030809 0.017354
4.810479 0.289600 1.567424 0.020271 0.010795
4.831745 0.308600 1.614609 0.015196 0.002531
4.851762 0.340500 1.692552 -0.004003 -0.011700
4.874767 0.357900 1.729607 -0.061515 -0.031786
4.888356 0.350200 1.704722 -0.124302 -0.052481
4.894847 0.303300 1.577629 -0.188183 -0.066267
4.883119 0.265900 1.475991 -0.198691 -0.068530
4.858159 0.224000 1.356487 -0.196772 -0.058040
4.810014 0.198700 1.284983 -0.181393 -0.047045
4.757650 0.207600 1.326765 -0.136641 -0.043798
4.716733 0.242800 1.447122 -0.068841 -0.043537
4.692646 0.297300 1.607343 0.029274 -0.037123
4.694110 0.362000 1.763864 0.189439 -0.021575
4.767123 0.371000 1.733614 0.413727 0.002479
4.888615 0.326100 1.566269 0.518176 0.023847
4.992991 0.293100 1.451627 0.535885 0.042759
5.030656 0.290700 1.435685 0.542610 0.058040
4.995459 0.317800 1.514466 0.546548 0.064373
4.898844 0.366000 1.664250 0.525429 0.058010
4.776996 0.447100 1.911045 0.407070 0.046445
4.698483 0.416900 1.901695 -0.063963 0.028948
4.681754 0.289100 1.568733 -0.243130 0.017533
4.685849 0.238800 1.419097 -0.256809 0.009573
4.687699 0.230800 1.399104 -0.229150 0.000867
4.681992 0.257100 1.486524 -0.176933 -0.011149
4.681298 0.293800 1.595231 -0.128133 -0.026575
4.699554 0.330300 1.691418 -0.081133 -0.040399
4.746529 0.335700 1.695098 -0.104220 -0.050024
4.812955 0.323200 1.647923 -0.150797 -0.050875
